date,school,party_s,party_rv,party_kf,party_nb,party_sf,party_vegan,party_la,party_kd,party_df,party_v,party_el,party_alt,blank,invalid,not_voted,valid,electorate,municipality,zip_code,region
2015-01-29,Bakkeskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Esbjerg Kommune,6705,Region Syddanmark
2015-01-29,Bakkevejens Skole,6,12,13,,19,,26,1,12,7,1,,2,0,21,97,120,Esbjerg Kommune,6740,Region Syddanmark
"2015-01-29,""Balle Friskole, Balle Musik- & Idrætsefterskole"",12,18,14,,3,,1,0,2,3,0,,0,0,11,53,64,Vejle Kommune,7182,Region Syddanmark"
2015-01-29,Ballerup Ny Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Ballerup Kommune,2750,Region Hovedstaden
2015-01-29,Balleskolen,3,10,6,,2,,6,0,5,17,0,,0,0,7,49,56,Silkeborg Kommune,8600,Region Midtjylland
2015-01-29,Balletskolen,8,5,2,,1,,0,0,3,9,1,,0,0,0,29,29,Holstebro Kommune,7500,Region Midtjylland
2015-01-29,Bangsbostrand Skole,9,13,1,,3,,10,1,7,53,0,,0,0,0,97,97,Frederikshavn Kommune,9900,Region Nordjylland
2015-01-29,Bankagerskolen,0,0,6,,0,,1,0,5,5,0,,0,0,0,17,17,Horsens Kommune,8700,Region Midtjylland
2015-01-29,Beder Skole,19,11,2,,5,,4,0,3,12,10,,7,0,27,66,100,Aarhus Kommune,8330,Region Midtjylland
2015-01-29,Biersted Skole,11,13,3,,16,,7,0,6,35,0,,2,0,25,91,118,Jammerbugt Kommune,9440,Region Nordjylland
2015-01-29,Billums Privatskole,5,0,6,,0,,1,0,0,4,5,,0,0,0,21,21,Lyngby-Taarbæk Kommune,2800,Region Hovedstaden
2015-01-29,BillundSkolen,36,7,5,,15,,4,0,6,77,1,,1,6,22,151,180,Billund Kommune,7190,Region Syddanmark
2015-01-29,Bindernæs Efterskole,38,4,9,,7,,30,0,18,16,0,,4,0,24,122,150,Lolland Kommune,4970,Region Sjælland
2015-01-29,Birkhovedskolen,52,2,0,,4,,3,0,3,20,0,,1,0,8,84,93,Nyborg Kommune,5800,Region Syddanmark
2015-01-29,Bistrupskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Rudersdal Kommune,3460,Region Hovedstaden
2015-01-29,Bjergby Friskole,2,4,7,,2,,2,0,4,18,0,,0,0,6,39,45,Morsø Kommune,7950,Region Nordjylland
2015-01-29,Bjergsnæs Efterskole,11,8,12,,2,,29,0,10,41,7,,7,3,26,120,156,Viborg Kommune,8800,Region Midtjylland
2015-01-29,Bjerregrav Skole,3,4,4,,1,,0,0,3,2,0,,0,0,4,17,21,Randers Kommune,8920,Region Midtjylland
"2015-01-29,""Blåbjergskolen, Nr. Nebel afd."",4,3,4,,2,,1,4,14,44,2,,3,8,26,78,115,Varde Kommune,6830,Region Syddanmark"
2015-01-29,Blågård Skole,18,0,0,,0,,1,0,0,0,18,,1,0,20,37,58,Københavns Kommune,2200,Region Hovedstaden
2015-01-29,Blåvandshuk Skole,8,4,2,,3,,25,1,11,38,1,,3,2,11,93,109,Varde Kommune,6840,Region Syddanmark
2015-01-29,Blicherskolen,6,1,3,,9,,3,0,8,22,0,,1,1,9,52,63,Randers Kommune,8981,Region Midtjylland
2015-01-29,Blovstrød Skole,9,12,3,,3,,7,3,12,13,1,,3,0,13,63,79,Allerød Kommune,3450,Region Hovedstaden
2015-01-29,Boesagerskolen,4,6,7,,1,,5,0,10,19,1,,0,0,0,53,53,Egedal Kommune,2765,Region Hovedstaden
2015-01-29,Bogense Skole,17,7,9,,2,,12,0,13,25,3,,6,0,26,88,120,Nordfyns Kommune,5400,Region Syddanmark
2015-01-29,Boldesager Skole,21,0,14,,16,,8,2,3,12,5,,0,0,10,81,91,Esbjerg Kommune,6700,Region Syddanmark
2015-01-29,Bordings Friskole,11,1,0,,5,,6,1,0,3,9,,0,0,6,36,42,Københavns Kommune,2100,Region Hovedstaden
2015-01-29,Borgerskolen,14,0,6,,4,,13,0,4,10,3,,0,1,5,54,60,Høje-Taastrup Kommune,2630,Region Hovedstaden
2015-01-29,Borup Ris Skolen,10,2,4,,5,,9,0,17,7,0,,0,0,17,54,71,Næstved Kommune,4250,Region Sjælland
2015-01-29,Borup Skole,12,16,20,,21,,21,0,1,9,4,,0,0,16,104,120,Køge Kommune,4140,Region Sjælland
2015-01-29,Bramdrup Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Kolding Kommune,6000,Region Syddanmark
2015-01-29,Bramsnæsvigskolen,2,1,1,,4,,26,0,7,14,4,,3,2,14,59,78,Lejre Kommune,4070,Region Sjælland
2015-01-29,Breum Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Skive Kommune,7870,Region Midtjylland
2015-01-29,Broager Skole,2,2,4,,2,,3,0,4,4,1,,0,3,3,22,28,Sønderborg Kommune,6310,Region Syddanmark
"2015-01-29,""Brovandeskolen, Den Lille Skole i Skagen"",0,0,1,,10,,10,0,9,2,0,,0,0,3,32,35,Frederikshavn Kommune,9990,Region Nordjylland"
2015-01-29,Brovst Skole,8,9,0,,4,,4,1,11,39,0,,1,0,17,76,94,Jammerbugt Kommune,9460,Region Nordjylland
2015-01-29,Bryndum Skole,15,1,17,,2,,5,0,6,10,2,,0,1,10,58,69,Esbjerg Kommune,6715,Region Syddanmark
2015-01-29,Brædstrup Skole,33,1,24,,4,,4,1,1,26,1,,3,3,17,95,118,Horsens Kommune,8740,Region Midtjylland
2015-01-29,Brændgårdskolen,18,29,5,,7,,3,0,4,3,10,,1,0,9,79,89,Herning Kommune,7400,Region Midtjylland
2015-01-29,Brændkjærskolen,36,5,31,,7,,12,8,5,56,1,,2,1,16,161,180,Kolding Kommune,6000,Region Syddanmark
2015-01-29,Brændstrup Kristne Friskole,9,0,0,,1,,0,1,1,6,2,,0,0,2,20,22,Vejen Kommune,6630,Region Syddanmark
2015-01-29,Brøndby Strand Skole,110,3,3,,13,,11,2,14,19,15,,0,11,34,190,235,Brøndby Kommune,2660,Region Hovedstaden
2015-01-29,Brøndbyvester Skole,35,4,1,,7,,11,1,24,44,14,,9,2,39,141,191,Brøndby Kommune,2605,Region Hovedstaden
2015-01-29,Brøndbyøster Skole,18,26,6,,12,,2,1,18,26,16,,1,11,4,125,141,Brøndby Kommune,2605,Region Hovedstaden
2015-01-29,Brønshøj Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Københavns Kommune,2700,Region Hovedstaden
2015-01-29,Buddinge Skole,12,12,16,,8,,11,0,1,16,7,,0,0,7,83,90,Gladsaxe Kommune,2860,Region Hovedstaden
2015-01-29,Bylderup Skole,2,6,3,,0,,2,3,19,12,2,,3,0,8,49,60,Aabenraa Kommune,6372,Region Syddanmark
2015-01-29,Byplanvejens Skole,18,1,14,,5,,1,0,7,4,0,,4,0,6,50,60,Aalborg Kommune,9210,Region Nordjylland
"2015-01-29,""Byskovskolen, afd. Benløse"",25,23,17,,4,,1,1,36,32,13,,2,1,5,152,160,Ringsted Kommune,4100,Region Sjælland"
2015-01-29,Bække Skole,12,1,1,,3,,4,0,4,22,1,,2,7,6,48,63,Vejen Kommune,6622,Region Syddanmark
2015-01-29,Bækkegårdsskolen,8,4,3,,3,,11,1,4,41,0,,0,0,0,75,75,Egedal Kommune,3650,Region Hovedstaden
2015-01-29,Bøgballe Friskole,2,0,26,,0,,0,4,1,9,0,,0,1,5,42,48,Hedensted Kommune,7171,Region Midtjylland
2015-01-29,Børneuniversitetet på Vesterbro,9,2,1,,4,,1,0,3,1,13,,0,0,5,34,39,Københavns Kommune,1665,Region Hovedstaden
2015-01-29,Bøvling Fri- og Idrætsefterskole,2,0,1,,1,,1,0,1,5,1,,0,0,0,12,12,Lemvig Kommune,7650,Region Midtjylland
2015-01-29,Bøvling Fri- og Idrætsefterskole,0,1,2,,0,,7,0,1,5,0,,0,0,2,16,18,Lemvig Kommune,7650,Region Midtjylland
2015-01-29,Campusskolen,18,9,6,,6,,15,0,8,18,7,,6,1,20,87,114,Ringsted Kommune,4100,Region Sjælland
2015-01-29,Carl Nielsen-Skolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Faaborg-Midtfyn Kommune,5792,Region Syddanmark
2015-01-29,Christiansfeld Skole,18,9,12,,6,,3,1,6,30,7,,0,0,8,92,100,Kolding Kommune,6070,Region Syddanmark
2015-01-29,Christianshavns Døttreskole,11,6,9,,15,,3,2,2,17,3,,1,2,5,68,76,Københavns Kommune,1420,Region Hovedstaden
2015-01-29,Dalmose skole,4,0,1,,6,,8,3,5,10,9,,0,0,14,46,60,Slagelse Kommune,4261,Region Sjælland
2015-01-29,Dalumskolen,6,2,3,,3,,13,0,6,14,7,,0,0,21,54,75,Odense Kommune,5260,Region Syddanmark
2015-01-29,Danehofskolen,24,11,2,,5,,2,2,24,16,8,,2,0,15,94,111,Nyborg Kommune,5800,Region Syddanmark
2015-01-29,Danmarksgades Skole,9,0,1,,8,,18,0,6,10,0,,1,0,10,52,63,Esbjerg Kommune,6700,Region Syddanmark
2015-01-29,Dåstrup Skole,16,4,5,,6,,0,0,5,28,6,,4,1,5,70,80,Roskilde Kommune,4130,Region Sjælland
2015-01-29,Den Classenske Legatskole,14,12,1,,15,,15,0,4,12,9,,3,0,17,82,102,Københavns Kommune,1552,Region Hovedstaden
2015-01-29,Den Tyske Efterskole Tinglev,1,5,3,,0,,3,0,4,1,0,,0,0,1,17,18,Aabenraa Kommune,6360,Region Syddanmark
2015-01-29,Design- & Idrætsefterskolen Skamling,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Kolding Kommune,6093,Region Syddanmark
2015-01-29,Det Kgl Vaisenhus Skole,17,5,8,,3,,7,0,4,7,3,,0,2,36,54,92,Københavns Kommune,1364,Region Hovedstaden
2015-01-29,Deutsche Privatschule Apenrade,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Aabenraa Kommune,6200,Region Syddanmark
2015-01-29,Deutsche Privatschule Sonderburg,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Sønderborg Kommune,6400,Region Syddanmark
2015-01-29,Deutsche Schule Tingleff,2,4,9,,2,,1,1,7,10,0,,0,0,7,36,43,Aabenraa Kommune,6360,Region Syddanmark
2015-01-29,DIA Privatskole,9,2,1,,0,,0,1,5,3,12,,5,0,3,33,41,Københavns Kommune,2200,Region Hovedstaden
2015-01-29,Distriktsskolen,9,34,3,,2,,3,0,4,9,16,,1,0,18,80,99,Tønder Kommune,6240,Region Syddanmark
2015-01-29,Dronninggårdskolen,6,18,15,,6,,52,0,0,18,5,,6,1,13,120,140,Rudersdal Kommune,2840,Region Hovedstaden
2015-01-29,Druestrup Friskole,4,0,14,,4,,3,0,3,4,2,,1,0,5,34,40,Faxe Kommune,4682,Region Sjælland
2015-01-29,Dybkærskolen,18,6,4,,5,,14,0,6,33,2,,1,1,10,88,100,Silkeborg Kommune,8600,Region Midtjylland
2015-01-29,Dyssegårdsskolen,18,21,9,,6,,18,1,11,23,8,,4,1,16,115,136,Gentofte Kommune,2900,Region Hovedstaden
2015-01-29,Ebberup Skole,9,4,1,,3,,3,4,9,16,10,,6,1,4,59,70,Assens Kommune,5631,Region Syddanmark
2015-01-29,Efterskolen Frydensberg,7,2,0,,4,,5,3,12,12,1,,1,0,24,46,71,Mariagerfjord Kommune,9550,Region Nordjylland
2015-01-29,Egebakkeskolen,2,4,3,,0,,1,0,3,8,1,,0,0,25,22,47,Aarhus Kommune,8220,Region Midtjylland
2015-01-29,Egebjergskolen,21,19,11,,2,,4,3,3,10,8,,0,2,12,81,95,Ballerup Kommune,2750,Region Hovedstaden
2015-01-29,Eisbjerghus Internationale Efterskole,5,3,7,,17,,7,2,0,8,6,,3,0,18,55,76,Middelfart Kommune,5580,Region Syddanmark
2015-01-29,Ejerslykkeskolen,66,7,3,,1,,0,0,2,20,11,,0,0,65,110,175,Odense Kommune,5230,Region Syddanmark
2015-01-29,Endrupskolen,7,7,1,,11,,36,0,2,24,0,,2,0,16,88,106,Fredensborg Kommune,3480,Region Hovedstaden
2015-01-29,Engesvang Skole,14,4,2,,1,,4,0,6,9,1,,5,0,6,41,52,Ikast-Brande Kommune,7442,Region Midtjylland
2015-01-29,Enghavegård Skole,23,13,6,,6,,9,0,7,17,13,,8,1,36,94,139,Gladsaxe Kommune,2860,Region Hovedstaden
2015-01-29,Enghaveskolen - Faaborg Friskole,5,12,9,,2,,2,0,1,9,2,,0,2,2,42,46,Faaborg-Midtfyn Kommune,5600,Region Syddanmark
2015-01-29,Engholmskolen,8,5,18,,5,,7,0,1,16,1,,0,0,14,61,75,Allerød Kommune,3450,Region Hovedstaden
2015-01-29,Englystskolen,14,10,3,,2,,9,1,16,13,7,,5,0,30,75,110,Vejle Kommune,7080,Region Syddanmark
2015-01-29,Engstrandskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Hvidovre Kommune,2650,Region Hovedstaden
"2015-01-29,""Erhvervsskolen Nordsjælland, grundskoleafd. Helsingør"",0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Helsingør Kommune,3000,Region Hovedstaden"
2015-01-29,Eriksminde Efterskole,9,4,0,,8,,0,0,1,0,10,,2,0,3,32,37,Odder Kommune,8300,Region Midtjylland
2015-01-29,Erritsø Fællesskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Fredericia Kommune,7000,Region Syddanmark
2015-01-29,Esajasskolen,16,0,2,,1,,6,2,1,18,0,,1,0,15,46,62,Hvidovre Kommune,2650,Region Hovedstaden
2015-01-29,Esrum Kostskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Gribskov Kommune,3230,Region Hovedstaden
2015-01-29,Farstrup Skole,2,1,0,,1,,0,1,4,6,0,,0,0,0,15,15,Aalborg Kommune,9240,Region Nordjylland
2015-01-29,Farsø Skole,20,7,15,,10,,9,2,11,54,4,,1,4,23,132,160,Vesthimmerlands Kommune,9640,Region Nordjylland
2015-01-29,Fårvang Skole,17,7,2,,5,,6,8,14,26,7,,2,0,13,92,107,Silkeborg Kommune,8882,Region Midtjylland
2015-01-29,Faxehus Efterskole,1,2,2,,1,,2,0,1,5,5,,1,0,60,19,80,Faxe Kommune,4654,Region Sjælland
2015-01-29,Felsted Centralskole,14,1,13,,8,,5,0,9,50,1,,0,0,9,101,110,Aabenraa Kommune,6200,Region Syddanmark
2015-01-29,Filipskolen Ålborg,2,0,1,,0,,0,8,5,21,0,,1,0,4,37,42,Aalborg Kommune,9000,Region Nordjylland
2015-01-29,Filskov Friskole,3,0,2,,3,,0,0,4,9,0,,1,0,1,21,23,Billund Kommune,7200,Region Syddanmark
2015-01-29,Filstedvejens Skole,29,9,2,,9,,11,0,12,28,4,,1,1,14,104,120,Aalborg Kommune,9000,Region Nordjylland
2015-01-29,Firhøjskolen,1,4,0,,0,,0,0,8,9,1,,1,0,6,23,30,Kalundborg Kommune,4591,Region Sjælland
2015-01-29,Fjelsø Friskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Vesthimmerlands Kommune,9620,Region Nordjylland
2015-01-29,Fjordskolen - Byskoleafdelingen,22,2,3,,7,,2,2,14,9,2,,3,0,69,63,135,Lolland Kommune,4900,Region Sjælland
2015-01-29,Fladsåskolen,15,14,10,,5,,5,2,10,11,3,,1,1,33,75,110,Næstved Kommune,4700,Region Sjælland
2015-01-29,Forberedelsesskolen,9,0,0,,1,,1,0,0,13,0,,0,0,24,24,48,Randers Kommune,8900,Region Midtjylland
2015-01-29,Fourfeldtskolen,14,4,16,,12,,17,0,10,46,3,,4,2,20,122,148,Esbjerg Kommune,6710,Region Syddanmark
2015-01-29,Fredensborg Skole,35,32,30,,2,,10,0,1,10,0,,0,0,0,120,120,Fredensborg Kommune,3480,Region Hovedstaden
2015-01-29,Fredericia Friskole,4,1,0,,0,,0,0,0,4,0,,0,0,0,9,9,Fredericia Kommune,7000,Region Syddanmark
2015-01-29,Fredericia Realskole,7,2,5,,1,,11,2,4,30,1,,0,0,0,63,63,Fredericia Kommune,7000,Region Syddanmark
2015-01-29,Frederiks Skole,9,5,0,,0,,2,1,1,30,0,,3,0,6,48,57,Viborg Kommune,7470,Region Midtjylland
2015-01-29,Frederiksberg Skole,19,9,2,,5,,3,0,6,45,8,,4,0,27,97,128,Sorø Kommune,4180,Region Sjælland
"2015-01-29,""Frederiksværk skole, Enghave"",0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Halsnæs Kommune,3300,Region Hovedstaden"
"2015-01-29,""Frederiksværk Skole, Melby"",17,15,0,,3,,2,0,18,15,6,,3,0,19,76,98,Halsnæs Kommune,3370,Region Hovedstaden"
2015-01-29,Frijsenborg Efterskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Favrskov Kommune,8450,Region Midtjylland
2015-01-29,Frijsendal Friskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Favrskov Kommune,8450,Region Midtjylland
2015-01-29,Frisholm Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Silkeborg Kommune,8653,Region Midtjylland
2015-01-29,Friskolen - Østerlund,5,0,4,,1,,5,0,4,12,2,,0,0,7,33,40,Sønderborg Kommune,6430,Region Syddanmark
2015-01-29,Friskolen af 2008,1,0,2,,1,,6,0,0,7,0,,0,0,3,17,20,Næstved Kommune,4700,Region Sjælland
2015-01-29,Friskolen i Lemming,5,2,2,,3,,0,0,2,0,0,,0,0,0,14,14,Silkeborg Kommune,8632,Region Midtjylland
2015-01-29,Friskolen I Skive,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Skive Kommune,7800,Region Midtjylland
2015-01-29,Friskolen Østerlars,4,0,0,,3,,1,0,2,4,26,,0,0,5,40,45,Bornholms Regionskommune,3760,Region Hovedstaden
2015-01-29,Frydenhøjskolen,15,15,8,,17,,16,0,15,10,8,,0,5,14,104,123,Hvidovre Kommune,2650,Region Hovedstaden
2015-01-29,Frydenstrandskolen,9,10,1,,6,,11,2,1,76,4,,0,4,10,120,134,Frederikshavn Kommune,9900,Region Nordjylland
2015-01-29,Frøslevlejrens Efterskole,1,1,10,,2,,11,0,1,8,6,,5,0,0,40,45,Aabenraa Kommune,6330,Region Syddanmark
2015-01-29,Funder Skole,7,4,2,,6,,3,0,1,20,1,,0,0,42,44,86,Silkeborg Kommune,8600,Region Midtjylland
2015-01-29,Fælleshåbsskolen,24,17,3,,3,,12,0,10,23,1,,1,4,25,93,123,Vejle Kommune,7080,Region Syddanmark
2015-01-29,Fællesskolen Favrdal-Fjelstrup,68,27,17,,29,,29,2,18,61,22,,26,2,56,273,357,Haderslev Kommune,6100,Region Syddanmark
2015-01-29,Galtrup Musik- og Idrætsefterskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Morsø Kommune,7950,Region Nordjylland
2015-01-29,Gammelgaardskolen,19,9,6,,5,,1,0,1,11,11,,5,2,17,63,87,Aarhus Kommune,8230,Region Midtjylland
2015-01-29,Gedved Skole,3,3,2,,3,,9,1,8,22,0,,3,0,7,51,61,Horsens Kommune,8751,Region Midtjylland
2015-01-29,Gentofte Skole,25,5,9,,8,,6,0,1,6,0,,0,0,15,60,75,Gentofte Kommune,2820,Region Hovedstaden
2015-01-29,Giersings Realskole,7,6,25,,2,,4,0,6,24,1,,0,0,0,75,75,Odense Kommune,5000,Region Syddanmark
2015-01-29,Gilbjergskolen,29,14,13,,8,,14,0,17,37,3,,7,1,35,135,178,Gribskov Kommune,3250,Region Hovedstaden
2015-01-29,Gimsing Skole,20,6,3,,2,,3,0,2,30,2,,2,0,16,68,86,Struer Kommune,7600,Region Midtjylland
2015-01-29,Gislev Friskole,5,0,3,,0,,0,0,0,1,5,,0,0,4,14,18,Faaborg-Midtfyn Kommune,5854,Region Syddanmark
2015-01-29,Gistrup Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Aalborg Kommune,9260,Region Nordjylland
2015-01-29,Gjellerupskolen,9,12,6,,1,,7,0,9,23,3,,1,0,15,70,86,Herning Kommune,7400,Region Midtjylland
2015-01-29,Gladsaxe Privatskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Gladsaxe Kommune,2800,Region Hovedstaden
2015-01-29,Glamsbjergskolen,10,1,3,,3,,3,0,6,22,2,,2,0,10,50,62,Assens Kommune,5620,Region Syddanmark
2015-01-29,Glostrup skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Glostrup Kommune,2600,Region Hovedstaden
"2015-01-29,""Glostrup skole, Nordvangskolen"",7,9,3,,6,,4,1,4,26,3,,7,0,18,63,88,Glostrup Kommune,2600,Region Hovedstaden"
"2015-01-29,""Glostrup Skole, Skovvang"",18,6,4,,12,,7,0,7,4,2,,1,0,33,60,94,Glostrup Kommune,2600,Region Hovedstaden"
"2015-01-29,""Glostrup skole, Søndervang"",16,6,12,,3,,20,0,1,13,0,,4,0,7,71,82,Glostrup Kommune,2600,Region Hovedstaden"
"2015-01-29,""Glostrup Skole, Vestervang"",26,3,2,,6,,2,0,4,2,0,,0,5,16,45,66,Glostrup Kommune,2600,Region Hovedstaden"
2015-01-29,Gram Efterskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Haderslev Kommune,6510,Region Syddanmark
2015-01-29,Gråsten Friskole,0,4,4,,0,,2,0,0,2,1,,6,0,1,13,20,Sønderborg Kommune,6300,Region Syddanmark
2015-01-29,Gråsten Skole,19,7,0,,4,,28,0,8,19,6,,1,1,0,91,93,Sønderborg Kommune,6300,Region Syddanmark
2015-01-29,Gredstedbro Skole,3,1,10,,8,,10,0,4,12,0,,0,1,8,48,57,Esbjerg Kommune,6771,Region Syddanmark
2015-01-29,Gribskolen,17,4,3,,6,,16,0,5,15,17,,4,0,15,83,102,Gribskov Kommune,3230,Region Hovedstaden
2015-01-29,Grindsted Vestre Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Billund Kommune,7200,Region Syddanmark
2015-01-29,Grænseegnens Friskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Aabenraa Kommune,6340,Region Syddanmark
2015-01-29,Grøndalsvængets Skole,22,2,8,,5,,11,0,5,3,4,,1,0,19,60,80,Københavns Kommune,2400,Region Hovedstaden
2015-01-29,Gudenaadalens Efterskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Favrskov Kommune,8860,Region Midtjylland
2015-01-29,Gudenåskolen,11,2,0,,3,,1,0,3,7,15,,0,0,5,42,47,Skanderborg Kommune,8680,Region Midtjylland
2015-01-29,Gudumholm Skole,3,4,5,,1,,3,0,5,7,1,,0,0,2,29,31,Aalborg Kommune,9280,Region Nordjylland
2015-01-29,Gug Skole,34,12,11,,9,,14,6,12,46,4,,0,1,10,148,159,Aalborg Kommune,9210,Region Nordjylland
2015-01-29,Gymnastikefterskolen Stevns,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Stevns Kommune,4660,Region Sjælland
2015-01-29,Gyvelhøjskolen,16,12,18,,5,,9,0,13,16,13,,1,1,0,102,104,Skanderborg Kommune,8464,Region Midtjylland
2015-01-29,Gærum Skole,2,2,1,,1,,0,0,7,10,0,,0,0,1,23,24,Frederikshavn Kommune,9900,Region Nordjylland
2015-01-29,Gørding Skole,10,2,2,,5,,9,0,6,21,8,,4,3,13,63,83,Esbjerg Kommune,6690,Region Syddanmark
2015-01-29,Gørlev Skole,4,3,2,,1,,1,0,5,31,2,,2,2,2,49,55,Kalundborg Kommune,4281,Region Sjælland
2015-01-29,Hadbjerg Skole,12,2,5,,6,,1,0,14,4,1,,0,0,0,45,45,Favrskov Kommune,8370,Region Midtjylland
2015-01-29,Hadsten Skole,11,12,1,,6,,15,0,6,20,0,,2,2,16,71,91,Favrskov Kommune,8370,Region Midtjylland
2015-01-29,Hald Ege Skole,5,13,39,,4,,12,0,4,11,3,,3,0,16,91,110,Viborg Kommune,8800,Region Midtjylland
2015-01-29,Haldum-Hinnerup Skolen,50,6,1,,6,,5,0,9,16,8,,3,2,14,101,120,Favrskov Kommune,8382,Region Midtjylland
2015-01-29,Halstedhus Efterskole,14,2,3,,3,,6,0,4,8,0,,8,2,5,40,55,Lolland Kommune,4900,Region Sjælland
2015-01-29,Hammershøj Skole,1,1,0,,0,,0,0,8,20,3,,0,2,2,33,37,Viborg Kommune,8830,Region Midtjylland
2015-01-29,Hammerum Skole,6,4,0,,0,,5,0,3,14,0,,1,1,8,32,42,Herning Kommune,7400,Region Midtjylland
2015-01-29,Hampelandskolen,12,4,3,,4,,6,1,11,16,2,,2,0,24,59,85,Egedal Kommune,3650,Region Hovedstaden
2015-01-29,Hanebjerg Skole,11,9,27,,18,,4,1,5,15,6,,9,1,7,96,113,Hillerød Kommune,3400,Region Hovedstaden
2015-01-29,Hannæsskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Thisted Kommune,7741,Region Nordjylland
"2015-01-29,""Hans Rømer Skolen, Afdeling Aaker"",17,7,3,,12,,15,0,11,16,10,,5,0,29,91,125,Bornholms Regionskommune,3720,Region Hovedstaden"
2015-01-29,Hanssted Skole,7,2,1,,33,,9,1,2,6,8,,3,0,29,69,101,Københavns Kommune,2500,Region Hovedstaden
2015-01-29,Hanstholm Friskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Thisted Kommune,7730,Region Nordjylland
2015-01-29,Hanstholm Skole,4,8,1,,2,,2,1,4,21,0,,5,0,12,43,60,Thisted Kommune,7730,Region Nordjylland
2015-01-29,Harboøre Skole,8,4,6,,3,,2,0,7,13,0,,1,0,9,43,53,Lemvig Kommune,7673,Region Midtjylland
2015-01-29,Hårby Skole,8,7,10,,4,,2,0,3,17,3,,0,0,18,54,72,Assens Kommune,5683,Region Syddanmark
2015-01-29,Hareskov Skole,25,20,46,,1,,4,2,1,19,3,,3,0,26,121,150,Furesø Kommune,3500,Region Hovedstaden
2015-01-29,Hårslev Efterskole,5,1,0,,1,,2,0,2,6,1,,0,1,4,18,23,Næstved Kommune,4262,Region Sjælland
2015-01-29,Hårup Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Aarhus Kommune,8530,Region Midtjylland
2015-01-29,Hastrupskolen,9,26,13,,8,,13,0,12,8,1,,4,1,20,90,115,Køge Kommune,4600,Region Sjælland
2015-01-29,Havdrup Skole,10,8,23,,0,,2,0,9,19,0,,0,1,18,71,90,Solrød Kommune,4622,Region Sjælland
2015-01-29,Hay Skolen,25,8,2,,5,,2,3,15,3,2,,1,4,13,65,83,Københavns Kommune,2450,Region Hovedstaden
2015-01-29,Hedegaard Friskole,1,0,3,,0,,0,0,1,7,0,,0,0,0,12,12,Vejle Kommune,7323,Region Syddanmark
2015-01-29,Hedegårdenes Skole,22,2,0,,5,,0,0,0,7,0,,1,0,12,36,49,Roskilde Kommune,4000,Region Sjælland
2015-01-29,Hedegårdsskolen,5,1,9,,9,,2,0,14,14,1,,1,0,44,55,100,Brønderslev Kommune,9700,Region Nordjylland
2015-01-29,Hedegårdsskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Ballerup Kommune,2750,Region Hovedstaden
2015-01-29,Hedelyskolen,5,0,5,,3,,0,0,4,9,0,,1,0,12,26,39,Greve Kommune,2670,Region Sjælland
2015-01-29,Hedensted Skole,12,3,29,,5,,6,0,13,62,1,,1,3,15,131,150,Hedensted Kommune,8722,Region Midtjylland
2015-01-29,Hejnsvig Skole,2,7,1,,1,,1,0,13,11,0,,0,0,5,36,41,Billund Kommune,7250,Region Syddanmark
2015-01-29,Heldagsskolen I Frederikshavn,0,0,0,,3,,0,0,0,2,0,,2,0,1,5,8,Frederikshavn Kommune,9900,Region Nordjylland
