date,school,party_s,party_rv,party_kf,party_nb,party_sf,party_vegan,party_la,party_kd,party_df,party_v,party_el,party_alt,blank,invalid,not_voted,valid,electorate,municipality,zip_code,region
2019-01-31,Amager Fælled Skole,18,7,1,1,12,,3,0,5,0,8,7,11,1,3,62,77,Københavns Kommune,2300,Region Hovedstaden
2019-01-31,Amager Privatskole,12,2,4,0,2,,8,0,6,4,0,2,3,1,8,40,52,Tårnby Kommune,2770,Region Hovedstaden
2019-01-31,Andreasskolen,3,6,4,5,0,,0,1,5,6,4,1,1,0,3,35,39,Holbæk Kommune,4300,Region Sjælland
2019-01-31,Anna Trolles Skole,19,1,3,1,1,,3,0,2,3,3,4,0,0,20,40,60,Middelfart Kommune,5464,Region Syddanmark
2019-01-31,Ans Skole,6,14,4,2,2,,1,0,7,26,2,1,1,0,4,65,70,Silkeborg Kommune,8643,Region Midtjylland
2019-01-31,Antvorskov Skole,84,24,16,3,7,,31,3,23,51,1,2,11,6,24,245,286,Slagelse Kommune,4200,Region Sjælland
2019-01-31,Appenæs Friskole,2,1,0,1,1,,3,2,7,4,0,3,0,0,1,24,25,Næstved Kommune,4700,Region Sjælland
2019-01-31,Arden Skole,7,8,1,2,6,,5,1,7,21,1,3,0,0,6,62,68,Mariagerfjord Kommune,9510,Region Nordjylland
2019-01-31,Arenaskolen,12,4,4,1,2,,2,0,1,3,5,2,3,1,8,36,48,Greve Kommune,2670,Region Sjælland
2019-01-31,Århus Privatskole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Aarhus Kommune,8260,Region Midtjylland
2019-01-31,Arresø Skole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Halsnæs Kommune,3300,Region Hovedstaden
2019-01-31,Asaa Skole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Brønderslev Kommune,9340,Region Nordjylland
2019-01-31,Asgård Skole,17,7,24,1,13,,4,1,1,11,1,8,13,4,16,88,121,Køge Kommune,4600,Region Sjælland
2019-01-31,Assensskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Assens Kommune,5610,Region Syddanmark
2019-01-31,Assentoftskolen,23,13,3,3,0,,16,0,1,50,0,1,1,0,14,110,125,Randers Kommune,8960,Region Midtjylland
2019-01-31,Atheneskolen,4,13,7,1,3,,0,0,0,7,0,0,1,0,4,35,40,Gladsaxe Kommune,2860,Region Hovedstaden
2019-01-31,Augustenborg Skole,17,9,2,2,2,,8,3,14,7,3,2,7,1,17,69,94,Sønderborg Kommune,6440,Region Syddanmark
"2019-01-31,""Aulum-Hodsager Skole, Aulum"",17,5,12,1,0,,1,0,2,32,0,1,0,0,7,71,78,Herning Kommune,7490,Region Midtjylland"
2019-01-31,Auning Skole,23,10,0,6,2,,8,3,25,9,2,6,5,0,19,94,118,Norddjurs Kommune,8963,Region Midtjylland
2019-01-31,Avedøre Skole,4,25,4,1,1,,14,1,3,9,5,2,0,0,61,69,130,Hvidovre Kommune,2650,Region Hovedstaden
2019-01-31,Baggesenskolen,15,1,6,0,3,,9,1,7,36,1,3,3,1,24,82,110,Slagelse Kommune,4220,Region Sjælland
2019-01-31,Bagsværd Friskole (Hanna-Skolen),6,0,4,0,11,,0,0,4,1,0,15,0,1,12,41,54,Gladsaxe Kommune,2880,Region Hovedstaden
2019-01-31,Bagsværd Gymnasiums Grundskole,41,34,70,2,12,,32,2,4,40,19,9,1,8,42,265,316,Gladsaxe Kommune,2880,Region Hovedstaden
2019-01-31,Bagsværd Skole,33,15,10,3,11,,6,2,4,18,16,10,5,3,8,128,144,Gladsaxe Kommune,2880,Region Hovedstaden
2019-01-31,Bak-Op,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Roskilde Kommune,4000,Region Sjælland
2019-01-31,Bakkegårdsskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Aarhus Kommune,8380,Region Midtjylland
2019-01-31,Bakkegårdsskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Gentofte Kommune,2820,Region Hovedstaden
2019-01-31,Bakkeskolen,35,9,19,1,0,,18,2,2,26,2,2,0,1,16,116,133,Kolding Kommune,6000,Region Syddanmark
2019-01-31,Bakkeskolen Cosmos,6,0,1,0,0,,7,1,10,0,0,7,2,0,18,32,52,Esbjerg Kommune,6705,Region Syddanmark
2019-01-31,Bakkevejens Skole Fortuna,24,8,2,1,0,,14,0,24,15,4,0,4,0,14,92,110,Esbjerg Kommune,6740,Region Syddanmark
2019-01-31,Ballerup Ny Skole,5,6,0,0,2,,1,3,2,2,4,12,3,0,0,37,40,Ballerup Kommune,2750,Region Hovedstaden
2019-01-31,Balsmoseskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Egedal Kommune,2765,Region Hovedstaden
2019-01-31,Baltorpskolen,17,6,40,3,0,,14,1,5,6,3,7,6,0,10,102,118,Ballerup Kommune,2750,Region Hovedstaden
2019-01-31,Bankagerskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Horsens Kommune,8700,Region Midtjylland
2019-01-31,Baunehøjskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Roskilde Kommune,4040,Region Sjælland
2019-01-31,Bavnebakkeskolen,29,5,24,1,10,,20,1,8,5,6,2,1,0,5,111,117,Rebild Kommune,9530,Region Nordjylland
2019-01-31,Bavnehøj Skole,10,1,6,0,2,,10,0,4,1,6,0,0,0,0,40,40,Aarhus Kommune,8361,Region Midtjylland
2019-01-31,Beder Skole,29,16,0,0,4,,19,3,1,14,6,1,3,0,0,93,96,Aarhus Kommune,8330,Region Midtjylland
2019-01-31,BillundSkolen,11,19,6,1,1,,4,0,5,28,2,1,0,0,9,78,87,Billund Kommune,7190,Region Syddanmark
2019-01-31,Bindernæs Efterskole,10,2,24,2,12,,12,2,19,32,11,1,17,0,36,127,180,Lolland Kommune,4970,Region Sjælland
2019-01-31,Birkerød Privatskole,9,5,0,0,1,,4,0,3,16,4,4,1,1,9,46,57,Rudersdal Kommune,3460,Region Hovedstaden
2019-01-31,Birkerød Skole,10,13,4,2,2,,27,1,5,17,1,3,4,1,46,85,136,Rudersdal Kommune,3460,Region Hovedstaden
2019-01-31,Birkhovedskolen,50,4,2,0,2,,0,0,0,15,1,6,0,0,14,80,94,Nyborg Kommune,5800,Region Syddanmark
2019-01-31,Bistrupskolen,23,13,10,1,12,,13,2,4,8,2,0,1,0,14,88,103,Rudersdal Kommune,3460,Region Hovedstaden
2019-01-31,Bjerget Efterskole,6,8,4,0,4,,4,2,6,5,6,5,4,0,5,50,59,Thisted Kommune,7741,Region Nordjylland
2019-01-31,Bjørnehøjskolen,2,3,14,0,0,,1,0,3,11,0,0,3,1,0,34,38,Gribskov Kommune,3200,Region Hovedstaden
2019-01-31,Blåbjergskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Varde Kommune,6830,Region Syddanmark
"2019-01-31,""Blåbjergskolen, Lunde-Kvong afdeling"",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Varde Kommune,6830,Region Syddanmark"
"2019-01-31,""Blåbjergskolen, Nr. Nebel afd."",10,7,6,0,1,,7,1,35,13,2,0,0,0,16,82,98,Varde Kommune,6830,Region Syddanmark"
2019-01-31,Blåvandshuk Skole,31,9,10,4,5,,10,6,45,27,7,4,3,5,29,158,195,Varde Kommune,6840,Region Syddanmark
2019-01-31,Blicherskolen,32,3,1,0,0,,10,0,3,29,2,0,4,0,6,80,90,Randers Kommune,8981,Region Midtjylland
2019-01-31,Blovstrød Skole,23,0,6,0,4,,1,0,5,14,3,2,2,0,6,58,66,Allerød Kommune,3450,Region Hovedstaden
2019-01-31,Blære Friskole,6,1,2,0,0,,0,0,0,8,0,0,0,2,2,17,21,Vesthimmerlands Kommune,9600,Region Nordjylland
2019-01-31,Boesagerskolen,36,16,28,6,12,,60,2,10,36,15,4,25,34,0,225,284,Egedal Kommune,2765,Region Hovedstaden
2019-01-31,Bogense Skole,23,2,22,1,1,,5,1,6,8,2,1,2,0,6,72,80,Nordfyns Kommune,5400,Region Syddanmark
2019-01-31,Boldesager Skole Cosmos,8,10,24,0,0,,2,0,7,8,0,1,0,2,13,60,75,Esbjerg Kommune,6700,Region Syddanmark
2019-01-31,Borup Skole,16,12,19,1,17,,8,2,19,9,1,2,0,3,21,106,130,Køge Kommune,4140,Region Sjælland
2019-01-31,Bramsnæsvigskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Lejre Kommune,4070,Region Sjælland
2019-01-31,Brårup Skole,19,11,4,0,6,,4,1,9,10,4,2,20,5,9,70,104,Skive Kommune,7800,Region Midtjylland
2019-01-31,Bredballe Privatskole,6,2,5,0,1,,4,0,2,3,1,0,0,0,3,24,27,Vejle Kommune,7120,Region Syddanmark
2019-01-31,Bredsten - Gadbjerg Skole,7,9,14,2,6,,4,4,5,16,7,2,1,1,4,76,82,Vejle Kommune,7182,Region Syddanmark
2019-01-31,Broager Skole,21,9,2,0,16,,7,2,11,21,3,0,14,0,9,92,115,Sønderborg Kommune,6310,Region Syddanmark
2019-01-31,Brobyskolerne,10,7,9,1,3,,9,0,12,10,0,3,5,1,2,64,72,Faaborg-Midtfyn Kommune,5672,Region Syddanmark
2019-01-31,Brorsonskolen,20,5,10,1,1,,14,2,12,25,2,4,0,0,10,96,106,Varde Kommune,6800,Region Syddanmark
2019-01-31,Broskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Slagelse Kommune,4220,Region Sjælland
"2019-01-31,""Brovandeskolen, Den Lille Skole i Skagen"",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Frederikshavn Kommune,9990,Region Nordjylland"
2019-01-31,Brovst Skole,7,17,3,0,0,,0,0,10,18,0,0,1,0,11,55,67,Jammerbugt Kommune,9460,Region Nordjylland
2019-01-31,Bryndum Skole Aura,4,2,2,2,1,,4,0,7,11,4,0,0,0,39,37,76,Esbjerg Kommune,6715,Region Syddanmark
2019-01-31,Brædstrup Skole,15,10,15,2,1,,11,2,15,14,1,4,3,1,14,90,108,Horsens Kommune,8740,Region Midtjylland
2019-01-31,Brændgårdskolen,12,0,4,4,4,,0,2,1,2,2,0,0,1,2,31,34,Herning Kommune,7400,Region Midtjylland
2019-01-31,Brændkjærskolen,24,39,16,1,1,,17,1,6,37,0,25,3,1,17,167,188,Kolding Kommune,6000,Region Syddanmark
2019-01-31,Brændstrup Kristne Friskole,9,2,0,2,0,,0,2,2,11,0,0,0,0,4,28,32,Vejen Kommune,6630,Region Syddanmark
2019-01-31,Brøndby Strand Skole,50,8,24,0,7,,9,0,7,12,23,8,8,1,38,148,195,Brøndby Kommune,2660,Region Hovedstaden
2019-01-31,Brøndbyvester Skole,11,3,6,0,3,,10,0,12,16,7,23,1,0,18,91,110,Brøndby Kommune,2605,Region Hovedstaden
2019-01-31,Brøndbyøster Skole,17,6,5,0,5,,30,0,4,3,0,0,3,2,7,70,82,Brøndby Kommune,2605,Region Hovedstaden
2019-01-31,Brønderslev Syd,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Brønderslev Kommune,9700,Region Nordjylland
2019-01-31,Brønshøj Skole,14,9,1,1,6,,15,0,1,4,12,6,0,0,6,69,75,Københavns Kommune,2700,Region Hovedstaden
2019-01-31,Brøruphus Efterskole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Skanderborg Kommune,8660,Region Midtjylland
2019-01-31,Buddinge Skole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Gladsaxe Kommune,2860,Region Hovedstaden
2019-01-31,Buskelundskolen,12,13,6,2,9,,10,0,2,22,7,2,1,0,12,85,98,Silkeborg Kommune,8600,Region Midtjylland
2019-01-31,Byplanvejens Skole,24,4,1,0,10,,1,0,4,14,0,3,1,0,4,61,66,Aalborg Kommune,9210,Region Nordjylland
2019-01-31,Byskolen,7,17,3,0,1,,0,1,7,1,1,3,1,0,23,41,65,Helsingør Kommune,3000,Region Hovedstaden
2019-01-31,Byskovskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Ringsted Kommune,4100,Region Sjælland
"2019-01-31,""Byskovskolen, afd. Benløse"",16,6,25,3,4,,2,1,6,9,2,3,5,2,24,77,108,Ringsted Kommune,4100,Region Sjælland"
2019-01-31,Bække Skole,10,7,4,0,0,,0,2,3,17,0,2,0,0,2,45,47,Vejen Kommune,6622,Region Syddanmark
2019-01-31,Bækkegårdsskolen,21,7,6,2,2,,3,0,5,7,1,5,0,0,0,59,59,Egedal Kommune,3650,Region Hovedstaden
2019-01-31,Bøgeskovskolen,15,5,28,0,4,,7,3,15,16,1,7,1,0,18,101,120,Viborg Kommune,8850,Region Midtjylland
2019-01-31,Børnenes Friskole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Aarhus Kommune,8240,Region Midtjylland
2019-01-31,Børneskolen Bifrost,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Herning Kommune,7400,Region Midtjylland
2019-01-31,Campusskolen,31,11,52,4,5,,10,0,12,19,9,3,3,4,28,156,191,Ringsted Kommune,4100,Region Sjælland
2019-01-31,Carl Nielsen-Skolen,20,4,9,2,2,,2,1,12,11,1,6,2,0,15,70,87,Faaborg-Midtfyn Kommune,5792,Region Syddanmark
2019-01-31,Charlotteskolen,13,2,17,0,6,,2,0,6,22,16,1,2,0,5,85,92,Høje-Taastrup Kommune,2640,Region Hovedstaden
2019-01-31,Christiansfeld Skole,18,2,12,0,3,,1,0,4,3,0,2,0,0,3,45,48,Kolding Kommune,6070,Region Syddanmark
2019-01-31,Christianshavns Døttreskole,18,5,2,1,2,,2,0,2,4,15,16,6,0,16,67,89,Københavns Kommune,1420,Region Hovedstaden
2019-01-31,Christinelystskolen,52,14,21,4,8,,8,2,4,38,4,3,11,2,28,158,199,Lemvig Kommune,7620,Region Midtjylland
2019-01-31,Dagnæsskolen,12,13,6,1,0,,3,0,7,40,2,1,3,1,7,85,96,Horsens Kommune,8700,Region Midtjylland
2019-01-31,Dalumskolen,19,4,14,1,14,,3,1,13,7,2,5,3,1,33,83,120,Odense Kommune,5260,Region Syddanmark
2019-01-31,Dankbar ApS,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Roskilde Kommune,4000,Region Sjælland
2019-01-31,Danmarksgades Skole Urban,3,15,2,0,17,,4,0,3,3,2,4,0,0,19,53,72,Esbjerg Kommune,6700,Region Syddanmark
2019-01-31,Dansborgskolen,19,5,7,1,17,,22,7,5,4,4,0,11,1,40,91,143,Hvidovre Kommune,2650,Region Hovedstaden
2019-01-31,Dejbjerglund Efterskole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Ringkøbing-Skjern Kommune,6900,Region Midtjylland
2019-01-31,Den Classenske Legatskole,10,7,0,0,2,,3,0,5,3,26,11,0,0,1,67,68,Københavns Kommune,1552,Region Hovedstaden
2019-01-31,Design- & Idrætsefterskolen Skamling,21,14,17,0,9,,13,1,9,15,3,1,3,0,19,103,125,Kolding Kommune,6093,Region Syddanmark
2019-01-31,Det Kgl Vaisenhus Skole,9,2,1,0,9,,5,0,0,1,6,1,1,0,0,34,35,Københavns Kommune,1364,Region Hovedstaden
2019-01-31,Deutsche Privatschule Apenrade,5,5,5,0,0,,13,0,2,14,2,0,0,0,6,46,52,Aabenraa Kommune,6200,Region Syddanmark
2019-01-31,Deutsche Schule Sonderburg,10,3,0,0,9,,14,0,1,8,3,3,1,0,5,51,57,Sønderborg Kommune,6400,Region Syddanmark
2019-01-31,DIA Privatskole,5,5,1,0,0,,17,0,0,1,5,0,0,1,12,34,47,Københavns Kommune,2200,Region Hovedstaden
"2019-01-31,""Distrikt Nord, Aalbæk skoleafdeling"",2,1,3,0,1,,0,0,7,4,4,0,0,3,20,22,45,Frederikshavn Kommune,9982,Region Nordjylland"
"2019-01-31,""Distrikt Nord, Skagen skoleafdeling"",28,0,23,3,5,,8,0,8,1,1,0,1,0,6,77,84,Frederikshavn Kommune,9990,Region Nordjylland"
"2019-01-31,""Distrikt Nord, Strandby skoleafdeling"",19,6,9,1,3,,5,2,12,14,2,1,1,0,17,74,92,Frederikshavn Kommune,9970,Region Nordjylland"
2019-01-31,Distrikt Vest,4,2,8,0,0,,0,0,10,13,1,0,1,0,8,38,47,Frederikshavn Kommune,9900,Region Nordjylland
"2019-01-31,""Distrikt Vest, Bangsbostrand afdeling"",19,13,26,0,2,,5,2,14,13,8,0,2,0,21,102,125,Frederikshavn Kommune,9900,Region Nordjylland"
"2019-01-31,""Distrikt Vest, Ravnshøj skoleafdeling"",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Frederikshavn Kommune,9900,Region Nordjylland"
"2019-01-31,""Distrikt Øst, Frydenstrand skoleafdeling"",11,7,9,1,18,,11,0,25,43,2,0,2,3,30,127,162,Frederikshavn Kommune,9900,Region Nordjylland"
"2019-01-31,""Distrikt Øst, Nordstjernen skoleafdeling"",24,12,0,0,14,,14,5,2,28,3,6,3,0,35,108,146,Frederikshavn Kommune,9900,Region Nordjylland"
2019-01-31,Distriktsskolen,4,2,5,2,1,,0,3,5,42,1,0,0,0,16,65,81,Tønder Kommune,6240,Region Syddanmark
"2019-01-31,""Distriktsskolen Vest, Stormarkafdelingen"",37,9,5,1,5,,3,1,12,21,2,1,2,1,24,97,124,Lolland Kommune,4900,Region Sjælland"
"2019-01-31,""Distriktsskolen Øst, Borgerskoleafdelingen"",33,2,21,4,12,,25,1,19,3,6,1,7,0,12,127,146,Lolland Kommune,4930,Region Sjælland"
"2019-01-31,""Distriktsskolen Øst, Rødbyafdelingen"",7,5,5,7,3,,1,3,6,5,2,0,0,0,50,44,94,Lolland Kommune,4970,Region Sjælland"
2019-01-31,Dragør Skole,13,7,5,0,1,,17,3,4,18,0,2,0,0,9,70,79,Dragør Kommune,2791,Region Hovedstaden
2019-01-31,Dronninggårdskolen,4,8,6,0,11,,28,0,2,9,0,1,1,0,5,69,75,Rudersdal Kommune,2840,Region Hovedstaden
2019-01-31,Dronninglund Skole,14,31,39,0,0,,3,3,15,23,2,3,1,0,16,133,150,Brønderslev Kommune,9330,Region Nordjylland
2019-01-31,Druestrup Friskole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Faxe Kommune,4682,Region Sjælland
2019-01-31,Dueholmskolen,44,22,13,0,2,,14,3,50,113,1,0,0,3,71,262,336,Morsø Kommune,7900,Region Nordjylland
2019-01-31,Dybkærskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Silkeborg Kommune,8600,Region Midtjylland
2019-01-31,Dyssegårdsskolen,22,15,20,0,5,,10,0,0,3,4,12,1,0,39,91,131,Gentofte Kommune,2900,Region Hovedstaden
2019-01-31,Dyvekeskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Københavns Kommune,2300,Region Hovedstaden
2019-01-31,Ebberup Skole,16,1,1,1,4,,2,0,2,3,0,0,4,3,9,30,46,Assens Kommune,5631,Region Syddanmark
2019-01-31,Efterskolen Ådalen og  Åskolen - friskolen i Hørning,13,3,2,1,5,,5,0,6,3,0,4,3,0,0,42,45,Skanderborg Kommune,8362,Region Midtjylland
2019-01-31,Efterskolen Smededal,5,4,2,0,7,,2,2,1,1,8,14,1,0,12,46,59,Holbæk Kommune,4440,Region Sjælland
2019-01-31,Egebjergskolen,27,6,4,4,3,,9,4,14,5,1,4,5,5,27,81,118,Horsens Kommune,8700,Region Midtjylland
2019-01-31,Egelundskolen,24,0,20,1,5,,4,1,2,2,6,10,0,3,11,75,89,Albertslund Kommune,2620,Region Hovedstaden
2019-01-31,Eggeslevmagle Skole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Slagelse Kommune,4230,Region Sjælland
2019-01-31,Egholmskolen,21,10,24,1,1,,25,2,5,8,1,1,3,5,18,99,125,Vallensbæk Kommune,2665,Region Hovedstaden
2019-01-31,Egtved Skole,6,4,3,0,0,,5,0,4,7,0,0,0,0,4,29,33,Vejle Kommune,6040,Region Syddanmark
2019-01-31,Ejby Skole,5,5,3,4,1,,25,0,6,17,1,0,4,0,8,67,79,Køge Kommune,4623,Region Sjælland
2019-01-31,Ejerslykkeskolen,47,1,4,0,0,,7,0,2,0,9,13,3,1,8,83,95,Odense Kommune,5230,Region Syddanmark
2019-01-31,Elise Smiths Skole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Aarhus Kommune,8000,Region Midtjylland
2019-01-31,Ellebækskolen,1,0,0,0,0,,0,0,0,0,0,0,0,0,4,1,5,Køge Kommune,4100,Region Sjælland
2019-01-31,Ellemarkskolen,10,9,4,1,1,,6,0,3,29,0,0,0,0,7,63,70,Køge Kommune,4600,Region Sjælland
2019-01-31,Ellevangskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Aarhus Kommune,8240,Region Midtjylland
2019-01-31,Endrupskolen,13,9,12,0,3,,13,1,2,17,2,2,1,1,11,74,87,Fredensborg Kommune,3480,Region Hovedstaden
2019-01-31,Engesvang Skole,14,2,12,1,1,,4,0,6,7,1,6,1,0,15,54,70,Ikast-Brande Kommune,7442,Region Midtjylland
2019-01-31,Enghavegård Skole,39,16,13,1,16,,23,1,10,26,9,17,10,5,46,171,232,Gladsaxe Kommune,2860,Region Hovedstaden
2019-01-31,Enghaveskolen - Faaborg Friskole,9,4,3,0,14,,2,0,3,3,19,6,2,0,2,63,67,Faaborg-Midtfyn Kommune,5600,Region Syddanmark
2019-01-31,Engstrandskolen,35,4,7,6,8,,9,1,20,11,9,13,7,1,56,123,187,Hvidovre Kommune,2650,Region Hovedstaden
"2019-01-31,""Erritsø Fællesskole, Erritsø Bygade"",59,10,22,1,5,,10,2,8,35,10,2,13,3,109,164,289,Fredericia Kommune,7000,Region Syddanmark"
2019-01-31,Esbjerg Ungdomsskole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Esbjerg Kommune,6715,Region Syddanmark
2019-01-31,Fanø Skole,8,0,19,1,1,,7,0,2,2,3,6,2,1,6,49,58,Fanø Kommune,6720,Region Syddanmark
2019-01-31,Farstrup Skole,1,2,4,0,0,,1,1,7,3,1,1,12,1,2,21,36,Aalborg Kommune,9240,Region Nordjylland
"2019-01-31,""Farsø Efterskole, Eftersk. ved Risgårde Bredning"",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Vesthimmerlands Kommune,9640,Region Nordjylland"
2019-01-31,Farsø Skole,15,7,32,1,2,,0,0,22,10,6,0,7,0,28,95,130,Vesthimmerlands Kommune,9640,Region Nordjylland
2019-01-31,Fårup Skole,10,1,1,1,5,,2,0,27,2,1,2,0,1,2,52,55,Randers Kommune,8990,Region Midtjylland
2019-01-31,Fårvang Skole,12,4,7,0,0,,26,2,7,19,1,1,0,0,16,79,95,Silkeborg Kommune,8882,Region Midtjylland
2019-01-31,Faxe kommunale Ungdomsskole,0,0,1,0,0,,0,0,1,0,2,1,3,0,87,5,95,Faxe Kommune,4690,Region Sjælland
2019-01-31,Faxehus Efterskole,6,8,1,0,0,,2,0,1,0,15,21,4,0,18,54,76,Faxe Kommune,4654,Region Sjælland
2019-01-31,Feldborg Frie Børneunivers,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Herning Kommune,7540,Region Midtjylland
2019-01-31,Ferritslev Friskole,9,4,4,1,2,,5,1,0,2,5,3,2,0,4,36,42,Faaborg-Midtfyn Kommune,5863,Region Syddanmark
2019-01-31,Ferslev Skole,9,4,13,0,4,,3,0,4,13,2,0,2,0,3,52,57,Aalborg Kommune,9230,Region Nordjylland
2019-01-31,Filstedvejens Skole,32,17,6,2,5,,4,3,1,11,8,0,9,0,15,89,113,Aalborg Kommune,9000,Region Nordjylland
2019-01-31,Firkløverskolen,9,0,4,0,1,,1,1,4,3,1,2,0,0,14,26,40,Randers Kommune,8920,Region Midtjylland
2019-01-31,Fjerritslev Skole,45,15,1,0,8,,28,0,15,28,0,3,3,3,0,143,149,Jammerbugt Kommune,9690,Region Nordjylland
2019-01-31,Fjordbakkeskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Fredericia Kommune,7000,Region Syddanmark
"2019-01-31,""Fjordbakkeskolen, afdeling Taulov"",28,14,14,2,4,,17,1,11,18,11,6,7,0,21,126,154,Fredericia Kommune,7000,Region Syddanmark"
2019-01-31,Fjordlandsskolen,16,17,12,0,2,,12,0,9,13,1,0,2,0,27,82,111,Frederikssund Kommune,4050,Region Hovedstaden
2019-01-31,Fjordskolen,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Aabenraa Kommune,6200,Region Syddanmark
"2019-01-31,""Fladsåskolen, afd. Mogenstrup"",26,5,9,7,4,,4,3,7,11,2,1,0,0,6,79,85,Næstved Kommune,4700,Region Sjælland"
2019-01-31,Forberedelsesskolen,23,10,2,2,1,,17,1,12,20,2,3,4,0,13,93,110,Randers Kommune,8900,Region Midtjylland
2019-01-31,Forlev Friskole,6,1,3,3,0,,0,1,6,13,2,1,0,0,4,36,40,Slagelse Kommune,4241,Region Sjælland
2019-01-31,Forældreskolen i Aarhus,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Aarhus Kommune,8000,Region Midtjylland
2019-01-31,Fourfeldtskolen Bohr,30,2,11,0,15,,18,3,25,20,1,2,0,3,20,127,150,Esbjerg Kommune,6710,Region Syddanmark
2019-01-31,Fredensborg Skole,26,13,14,1,5,,51,0,9,38,7,11,5,0,30,175,210,Fredensborg Kommune,3480,Region Hovedstaden
2019-01-31,Fredericia Realskole,49,11,9,0,3,,12,2,10,28,5,3,0,0,0,132,132,Fredericia Kommune,7000,Region Syddanmark
2019-01-31,Frederiksberg Privatskole,24,15,6,2,6,,20,2,6,20,2,5,5,0,0,108,113,Rødovre Kommune,2610,Region Hovedstaden
2019-01-31,Frederiksborg Byskole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Hillerød Kommune,3400,Region Hovedstaden
2019-01-31,Frederiksodde Skole,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Fredericia Kommune,7000,Region Syddanmark
"2019-01-31,""Frederiksodde skole, Indre Ringvej"",1,5,1,0,3,,1,0,0,0,0,3,4,0,5,14,23,Fredericia Kommune,7000,Region Syddanmark"
"2019-01-31,""Frederiksodde skole, Ullerupdalvej"",1,2,0,0,0,,0,0,2,0,0,0,0,0,3,5,8,Fredericia Kommune,7000,Region Syddanmark"
2019-01-31,Frederikssund Private Realskole,17,13,37,0,0,,7,1,14,23,4,4,3,0,21,120,144,Frederikssund Kommune,3600,Region Hovedstaden
2019-01-31,Frederiksværk Skole,34,4,2,0,0,,5,0,17,18,1,3,35,0,0,84,119,Halsnæs Kommune,3300,Region Hovedstaden
2019-01-31,Frejlev Skole,20,6,10,1,1,,15,0,3,66,1,0,7,0,0,123,130,Aalborg Kommune,9200,Region Nordjylland
2019-01-31,Frijsendal Friskole,1,0,2,1,2,,3,0,6,6,4,1,1,0,8,26,35,Favrskov Kommune,8450,Region Midtjylland
2019-01-31,Friskolen - Bylderup Bov,0,0,0,0,3,,0,0,0,4,0,0,2,0,1,7,10,Aabenraa Kommune,6372,Region Syddanmark
2019-01-31,Friskolen - Østerlund,2,3,1,0,0,,9,0,3,9,0,0,0,0,3,27,30,Sønderborg Kommune,6430,Region Syddanmark
2019-01-31,Friskolen i Skive,4,1,2,0,2,,0,1,0,13,1,0,4,0,0,24,28,Skive Kommune,7800,Region Midtjylland
2019-01-31,Friskolen Øster Egesborg,2,3,8,2,4,,5,0,3,1,1,4,4,0,3,33,40,Vordingborg Kommune,4735,Region Sjælland
